unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume
1617390000,4/2/2021 19:00,BTC/USD,59110.9,59110.9,58503.74,58864.8,126.3226022,7435954.716
1617386400,4/2/2021 18:00,BTC/USD,59201.39,59293.66,59016.65,59110.9,94.20590343,5568595.737
1617382800,4/2/2021 17:00,BTC/USD,59263.09,59273.75,59074.05,59206.09,58.14645802,3442624.427
1617379200,4/2/2021 16:00,BTC/USD,59475.28,59612.32,59165,59253.93,51.30274695,3039889.377
1617375600,4/2/2021 15:00,BTC/USD,59377.14,59645.83,59344.7,59492.9,83.364778,4959612.401
1617372000,4/2/2021 14:00,BTC/USD,59213.47,59380,59070,59339.35,91.75991042,5444973.44
1617368400,4/2/2021 13:00,BTC/USD,59483.77,59526.35,58999.79,59205.98,83.4299647,4939552.821
1617364800,4/2/2021 12:00,BTC/USD,59583.3,59627.94,59211,59514.84,74.93055878,4459480.217
1617361200,4/2/2021 11:00,BTC/USD,59634.32,59691.58,59435.44,59570.82,184.8716151,11012953.71
1617357600,4/2/2021 10:00,BTC/USD,59637.32,59698.1,59456.34,59651.16,148.3174412,8847307.413
1617354000,4/2/2021 9:00,BTC/USD,59463.81,59726.73,59220.04,59669.12,220.8936651,13180530.61
1617350400,4/2/2021 8:00,BTC/USD,59413.84,59637.27,59413.01,59496.1,71.43021803,4249819.395
1617346800,4/2/2021 7:00,BTC/USD,59521.68,59713.15,59430.66,59454.71,185.4855784,11027991.27
1617343200,4/2/2021 6:00,BTC/USD,59523.86,59631.79,59260.19,59530.54,50.32371563,2995797.966
1617339600,4/2/2021 5:00,BTC/USD,59577.27,59671.87,59332.33,59493.07,68.58992984,4080625.497
1617336000,4/2/2021 4:00,BTC/USD,59829.67,59941.01,59410.48,59553.04,128.9399858,7678768.13
1617332400,4/2/2021 3:00,BTC/USD,59657.68,59980.35,59527.2,59804,60.01768218,3589297.465
1617328800,4/2/2021 2:00,BTC/USD,58891.28,60103.04,58890.34,59631.42,373.252913,22257601.22
1617325200,4/2/2021 1:00,BTC/USD,58650.6,59028.58,58639.61,58850.1,49.12170643,2890817.336
1617321600,4/2/2021 0:00,BTC/USD,58744,58873.87,58450,58650.6,105.2827755,6174897.951
1617318000,4/1/2021 23:00,BTC/USD,58999.08,59061.51,58706.18,58728.53,25.95397561,1524238.835
1617314400,4/1/2021 22:00,BTC/USD,58765.51,59031.47,58612.47,58997.83,74.58835605,4400551.15
1617310800,4/1/2021 21:00,BTC/USD,58847.62,58926.25,58533.99,58723.99,116.7253667,6854579.269
1617307200,4/1/2021 20:00,BTC/USD,58927.59,59018.75,58720.19,58847.62,110.0692276,6477312.078
1617303600,4/1/2021 19:00,BTC/USD,58701.33,58944,58552.63,58899.97,93.24018097,5491843.862
1617300000,4/1/2021 18:00,BTC/USD,58486.1,58791.73,57935.42,58694.88,234.092787,13740048.04
1617296400,4/1/2021 17:00,BTC/USD,58785.05,58818.15,58309.21,58516.78,206.9465817,12109847.59
1617292800,4/1/2021 16:00,BTC/USD,58979.96,59136.28,58620.43,58768.88,151.5366436,8905638.822
1617289200,4/1/2021 15:00,BTC/USD,59012.71,59270,58935.91,58973.16,129.9076128,7661062.435
1617285600,4/1/2021 14:00,BTC/USD,58927.16,59075.54,58776.05,59013.85,111.7796411,6596546.975
1617282000,4/1/2021 13:00,BTC/USD,58732.45,59122.75,58732.45,58927.16,118.0336527,6955387.937
1617278400,4/1/2021 12:00,BTC/USD,58570.14,58749,58417.79,58741.9,116.9315273,6868780.082
1617274800,4/1/2021 11:00,BTC/USD,58645.85,58696.02,58108,58578.85,158.824033,9303729.203
1617271200,4/1/2021 10:00,BTC/USD,58828.32,59000,58491.8,58631.77,95.93065176,5624583.91
1617267600,4/1/2021 9:00,BTC/USD,58844.21,59269.45,58717.66,58889.81,124.0186668,7303435.721
1617264000,4/1/2021 8:00,BTC/USD,58857.52,59490,58548.73,58850.21,215.2627464,12668257.83
1617260400,4/1/2021 7:00,BTC/USD,58739.78,58963.99,58517.27,58852.27,147.8178957,8699418.71
1617256800,4/1/2021 6:00,BTC/USD,58797.29,59060.21,58682.61,58738.05,70.6505595,4149876.096
1617253200,4/1/2021 5:00,BTC/USD,58916.92,59015.94,58703.88,58803.7,69.43966236,4083309.074
1617249600,4/1/2021 4:00,BTC/USD,59128.78,59263.13,58635.34,58921.77,152.9243813,9010575.22
1617246000,4/1/2021 3:00,BTC/USD,59055.3,59175.58,58940.93,59114.01,72.17612477,4266620.161
1617242400,4/1/2021 2:00,BTC/USD,59165.77,59319.62,59042.91,59093.11,43.59761756,2576318.81
1617238800,4/1/2021 1:00,BTC/USD,59244.42,59339.49,58936.28,59165.78,71.78239138,4247061.176
1617235200,4/1/2021 0:00,BTC/USD,58789.96,59256.77,58749.23,59228.05,74.35062677,4403642.64
1617231600,3/31/2021 23:00,BTC/USD,58631.78,58943.81,58557.1,58782.58,112.1517972,6592571.989
1617228000,3/31/2021 22:00,BTC/USD,58994.79,59014.7,58595.98,58642.21,83.28395571,4883955.22
1617224400,3/31/2021 21:00,BTC/USD,58936.1,59280,58733.7,58950.29,135.7579997,8002973.454
1617220800,3/31/2021 20:00,BTC/USD,58601.17,59122.49,58345.05,58938.19,248.3095049,14634912.78
1617217200,3/31/2021 19:00,BTC/USD,59298.34,59577.11,58500,58582.36,251.4022229,14727735.52
1617213600,3/31/2021 18:00,BTC/USD,59255.52,59599.28,59139.8,59294.31,268.1711527,15901023.46
1617210000,3/31/2021 17:00,BTC/USD,59028.59,59270.17,58898.41,59257.55,197.3922159,11696979.1
1617206400,3/31/2021 16:00,BTC/USD,59281.2,59667.15,58771.92,59027.03,204.724422,12084274.6
1617202800,3/31/2021 15:00,BTC/USD,58609.67,59491,58597.75,59286.35,433.6360734,25708700.02
1617199200,3/31/2021 14:00,BTC/USD,58604.42,58792.54,58350.01,58579.98,127.1451797,7448162.081
1617195600,3/31/2021 13:00,BTC/USD,58166.85,58800,58046.46,58583.93,202.1629224,11843498.49
1617192000,3/31/2021 12:00,BTC/USD,58025.91,58327.9,57652.94,58164.07,138.4505118,8052845.262
1617188400,3/31/2021 11:00,BTC/USD,57731.39,58164.24,57650.97,58036,86.85099229,5040484.189
1617184800,3/31/2021 10:00,BTC/USD,57974.19,58092.17,57300,57736.86,141.9314671,8194677.248
1617181200,3/31/2021 9:00,BTC/USD,58004.62,58261.81,57702.3,57974.2,276.3991107,16024017.33
1617177600,3/31/2021 8:00,BTC/USD,58158.51,58206.28,56713.45,57999.12,580.4597011,33666151.86
1617174000,3/31/2021 7:00,BTC/USD,59727.31,59816.17,57001,58192.86,347.9573753,20248634.83
1617170400,3/31/2021 6:00,BTC/USD,58746.41,59812,58644.14,59727.26,288.4525031,17228477.65
1617166800,3/31/2021 5:00,BTC/USD,58731,58745.87,58543.62,58745.87,148.8174224,8742408.95
1617163200,3/31/2021 4:00,BTC/USD,58623.47,58800,58495.67,58757.58,46.06373501,2706593.595
1617159600,3/31/2021 3:00,BTC/USD,58673.2,58747.3,58419.78,58607.39,92.84108642,5441173.76
1617156000,3/31/2021 2:00,BTC/USD,58915.87,58955.75,58675.58,58706.97,41.65864107,2445652.592
1617152400,3/31/2021 1:00,BTC/USD,59035.19,59093.51,58866.55,58935.9,58.22357944,3431459.056
1617148800,3/31/2021 0:00,BTC/USD,58767.75,59064.07,58674.25,59064.07,83.00894856,4902846.348
1617145200,3/30/2021 23:00,BTC/USD,58699.43,58770.38,58567.11,58760.59,78.32926045,4602673.558
1617141600,3/30/2021 22:00,BTC/USD,58758.44,58941.34,58642.58,58711.15,68.01916811,3993483.582
1617138000,3/30/2021 21:00,BTC/USD,58644.04,58872.27,58570.57,58759.04,57.60504766,3384817.3
1617134400,3/30/2021 20:00,BTC/USD,59118.91,59135,58402.82,58669.04,118.5762878,6956756.969
1617130800,3/30/2021 19:00,BTC/USD,58859.19,59118.91,58733,59118.91,104.6147899,6184712.351
1617127200,3/30/2021 18:00,BTC/USD,58725.36,59144.94,58715.22,58876.29,195.8659813,11531862.32
1617123600,3/30/2021 17:00,BTC/USD,58735.6,58885,58673.96,58733.17,62.24238923,3655692.828
1617120000,3/30/2021 16:00,BTC/USD,58514.65,58841.28,58445.17,58720.44,110.2591201,6474464.045
1617116400,3/30/2021 15:00,BTC/USD,58881.14,58941.59,58430.09,58514.65,195.0039927,11410590.38
1617112800,3/30/2021 14:00,BTC/USD,58911.69,59039.61,58615.12,58884.6,129.9889981,7654350.16
1617109200,3/30/2021 13:00,BTC/USD,59132.89,59267.35,58818.68,58921.57,159.6395858,9406215.031
1617105600,3/30/2021 12:00,BTC/USD,59266.24,59388.66,59032.45,59144.25,181.0269979,10706706.02
1617102000,3/30/2021 11:00,BTC/USD,58851.08,59303.13,58851.08,59284.39,222.6326506,13198640.88
1617098400,3/30/2021 10:00,BTC/USD,58850,59313.72,58600,58860.79,325.748242,19173798.87
1617094800,3/30/2021 9:00,BTC/USD,57935.6,58850,57864.55,58832.33,256.681382,15101163.77
1617091200,3/30/2021 8:00,BTC/USD,58125,58200,57758.83,57955.8,121.4519018,7038842.131
1617087600,3/30/2021 7:00,BTC/USD,58050.94,58299,57950.7,58118.21,106.1660514,6170180.87
1617084000,3/30/2021 6:00,BTC/USD,57633.57,58272.61,57466.36,58069.81,336.7158395,19553024.82
1617080400,3/30/2021 5:00,BTC/USD,57533.5,57666.22,57354.71,57637.74,35.13860296,2025309.661
1617076800,3/30/2021 4:00,BTC/USD,57069.04,57775.23,57011,57527.3,46.05632964,2649496.292
1617073200,3/30/2021 3:00,BTC/USD,57288.88,57330.39,57040.41,57118.51,83.64939157,4777928.609
1617069600,3/30/2021 2:00,BTC/USD,57384.44,57388.31,57153.16,57283.39,50.71777172,2905285.897
1617066000,3/30/2021 1:00,BTC/USD,57498.59,57589.47,57215.33,57363.53,237.7554613,13638492.54
1617062400,3/30/2021 0:00,BTC/USD,57623.66,57746.92,57377.11,57498.59,108.4533755,6235916.17
1617058800,3/29/2021 23:00,BTC/USD,57728.96,57788.7,57300,57600.1,173.6666169,10003214.5
1617055200,3/29/2021 22:00,BTC/USD,57545.45,57904.4,57447.13,57728.96,153.9970102,8890087.239
1617051600,3/29/2021 21:00,BTC/USD,57227.51,57622.98,57171.89,57555.94,167.6053749,9646684.899
1617048000,3/29/2021 20:00,BTC/USD,57665.67,57728.76,57091.37,57248.2,290.874268,16652028.27
1617044400,3/29/2021 19:00,BTC/USD,57800.44,57850.13,57387.39,57665.67,188.4908318,10869450.1
1617040800,3/29/2021 18:00,BTC/USD,57912.13,58000,57532.11,57795.75,292.6789091,16915597.06
1617037200,3/29/2021 17:00,BTC/USD,57600.01,58300,57555.85,57902.01,265.9525361,15399186.41
1617033600,3/29/2021 16:00,BTC/USD,57732.39,57862.19,57181.5,57620.95,320.6109016,18473904.73
1617030000,3/29/2021 15:00,BTC/USD,58146.06,58200,57256.37,57732.39,337.9554623,19510976.55
1617026400,3/29/2021 14:00,BTC/USD,57954.81,58226.62,57824.79,58166.66,188.3096714,10953344.63
1617022800,3/29/2021 13:00,BTC/USD,58034.67,58221.2,57814.6,57954.85,296.180057,17165070.78
1617019200,3/29/2021 12:00,BTC/USD,57903.18,58402.68,57784.34,58025.1,299.8486271,17398746.57
1617015600,3/29/2021 11:00,BTC/USD,58031.7,58111.93,57612.71,57871.55,247.4733282,14321665.09
1617012000,3/29/2021 10:00,BTC/USD,57960.8,58300,57791.55,58031.7,294.6416542,17098556.08
1617008400,3/29/2021 9:00,BTC/USD,57133.2,58200,56970.5,57941.95,481.602664,27904997.47
1617004800,3/29/2021 8:00,BTC/USD,55911.13,57200,55911.13,57084.71,383.3619857,21884107.78
1617001200,3/29/2021 7:00,BTC/USD,55378.96,56142.66,55351.4,55911.13,370.9255176,20738864.83
1616997600,3/29/2021 6:00,BTC/USD,55027.21,55481.95,55016.27,55377.91,169.8609196,9406542.716
1616994000,3/29/2021 5:00,BTC/USD,55335.04,55424.2,54892.42,55027.21,108.1154676,5949292.539
1616990400,3/29/2021 4:00,BTC/USD,55361.25,55501.76,55114.31,55321.53,54.51320419,3015753.861
1616986800,3/29/2021 3:00,BTC/USD,55405.55,55530,55264.47,55349.28,48.5656423,2688073.334
1616983200,3/29/2021 2:00,BTC/USD,55226.62,55505.35,55126.31,55353.61,71.75906151,3972123.105
1616979600,3/29/2021 1:00,BTC/USD,55400.01,55497.11,54964.07,55225.22,104.9690315,5796937.858
1616976000,3/29/2021 0:00,BTC/USD,55790.28,55902.35,55290.5,55377.95,48.46692051,2683998.701
1616972400,3/28/2021 23:00,BTC/USD,55596.22,55884.23,55504.24,55790.92,59.24738628,3305466.188
1616968800,3/28/2021 22:00,BTC/USD,55134.8,55645.3,54999.44,55608.05,123.9418667,6892165.522
1616965200,3/28/2021 21:00,BTC/USD,54853.13,55368.83,54808,55148.83,81.65295763,4503065.079
1616961600,3/28/2021 20:00,BTC/USD,55217.76,55217.76,54752.7,54839.5,207.2543162,11365723.07
1616958000,3/28/2021 19:00,BTC/USD,55202.37,55428.82,54677.51,55228.45,239.9428773,13251673.2
1616954400,3/28/2021 18:00,BTC/USD,55978.25,56002.16,55153.15,55213.29,111.3750548,6149383.2
1616950800,3/28/2021 17:00,BTC/USD,56253.16,56317.07,55815.87,55986.31,41.45964145,2321172.339
1616947200,3/28/2021 16:00,BTC/USD,56370.36,56470,56040,56300,108.9696472,6134991.135
1616943600,3/28/2021 15:00,BTC/USD,55817.99,56380.48,55671.67,56365.37,61.99069013,3494128.186
1616940000,3/28/2021 14:00,BTC/USD,55738.55,55840.78,55502.89,55821.53,50.14601989,2799227.554
1616936400,3/28/2021 13:00,BTC/USD,55465.88,55887.46,55441.69,55783.5,66.97473754,3736085.272
1616932800,3/28/2021 12:00,BTC/USD,55798.44,56011.27,55282.83,55503.49,87.12825574,4835922.271
1616929200,3/28/2021 11:00,BTC/USD,56087.29,56109.28,55786.92,55792.25,31.19564643,1740475.305
1616925600,3/28/2021 10:00,BTC/USD,56092.58,56197.14,55707.98,56093.84,93.9146644,5268034.159
1616922000,3/28/2021 9:00,BTC/USD,56300,56573.04,56028,56092.58,130.2348455,7305208.492
1616918400,3/28/2021 8:00,BTC/USD,56220.17,56317.71,55988.96,56317.71,45.40535,2557125.334
1616914800,3/28/2021 7:00,BTC/USD,55927.05,56277.89,55872.28,56212.33,43.48071543,2444152.324
1616911200,3/28/2021 6:00,BTC/USD,56298.99,56328.56,55861.15,55930,36.75183541,2055530.154
1616907600,3/28/2021 5:00,BTC/USD,56302.75,56417.85,56107.77,56291.5,35.40267584,1992869.727
1616904000,3/28/2021 4:00,BTC/USD,56095.81,56500,56095.81,56280.47,52.34239143,2945854.391
1616900400,3/28/2021 3:00,BTC/USD,55804.67,56164.64,55778.01,56052.27,77.21364538,4328000.099
1616896800,3/28/2021 2:00,BTC/USD,56108.12,56141.14,55763,55831.47,62.81882702,3507267.456
1616893200,3/28/2021 1:00,BTC/USD,56053.8,56204.05,55819.57,56114.28,106.253247,5962324.455
1616889600,3/28/2021 0:00,BTC/USD,55817.85,56126.96,55601,56053.8,118.3518966,6634073.541
1616886000,3/27/2021 23:00,BTC/USD,56398.45,56462.51,55743.02,55839.42,181.0957761,10112283.1
1616882400,3/27/2021 22:00,BTC/USD,56458.38,56550.65,56044.11,56382.69,104.1247184,5870831.717
1616878800,3/27/2021 21:00,BTC/USD,55909.11,56686.15,55707.83,56455.73,132.4344534,7476683.746
1616875200,3/27/2021 20:00,BTC/USD,55890.66,55944.28,55719.93,55900.85,81.19189559,4538695.977
1616871600,3/27/2021 19:00,BTC/USD,55767.23,55942.58,55673.86,55842.61,46.61315642,2603000.315
1616868000,3/27/2021 18:00,BTC/USD,56069.69,56091.19,55575.34,55773.66,184.4907344,10289723.49
1616864400,3/27/2021 17:00,BTC/USD,56193.85,56279,55846.68,56092.96,136.0593248,7631970.265
1616860800,3/27/2021 16:00,BTC/USD,54972.99,56209.97,54970.25,56179.17,238.5580844,13401995.18
1616857200,3/27/2021 15:00,BTC/USD,54634.89,55060,54561.55,54982.48,59.21597211,3255841.002
1616853600,3/27/2021 14:00,BTC/USD,54751.49,54751.9,54427.91,54649.76,64.11952802,3504116.818
1616850000,3/27/2021 13:00,BTC/USD,54298.37,54872.45,54083.48,54764.07,100.4832887,5502873.858
1616846400,3/27/2021 12:00,BTC/USD,54433.89,54584.79,53948.35,54300,101.8258982,5529146.273
1616842800,3/27/2021 11:00,BTC/USD,54640,54834.98,54320.17,54458.52,187.1991819,10194590.39
1616839200,3/27/2021 10:00,BTC/USD,55013.45,55144.41,54671.35,54681.14,112.6371484,6159127.681
1616835600,3/27/2021 9:00,BTC/USD,54926.53,55044.8,54800,55044.8,43.8222342,2412186.117
1616832000,3/27/2021 8:00,BTC/USD,54987.37,55160.25,54675.11,54929.64,65.04135481,3572698.205
1616828400,3/27/2021 7:00,BTC/USD,55015.12,55129.29,54756.39,54982.82,60.42916826,3322566.081
1616824800,3/27/2021 6:00,BTC/USD,55241.84,55320.86,54990,55048.65,63.3423498,3486910.844
1616821200,3/27/2021 5:00,BTC/USD,55003.15,55397,54734.19,55220.82,125.868557,6950564.932
1616817600,3/27/2021 4:00,BTC/USD,54821.66,55253.48,54681.69,55003.01,69.21160165,3806846.418
1616814000,3/27/2021 3:00,BTC/USD,54792.37,54857.78,54608.68,54786.92,50.08751009,2744140.408
1616810400,3/27/2021 2:00,BTC/USD,54686.72,54926.42,54550.68,54821.93,73.13607594,4009460.836
1616806800,3/27/2021 1:00,BTC/USD,54807.48,55018.7,54605.58,54705.62,59.98041239,3281265.648
1616803200,3/27/2021 0:00,BTC/USD,55081.26,55597.04,54771.77,54793.74,268.9991546,14739469.74
1616799600,3/26/2021 23:00,BTC/USD,54432.19,55114.86,54353.69,55081.37,117.9412995,6496368.354
1616796000,3/26/2021 22:00,BTC/USD,54630,54828.89,54358.71,54441.88,93.41994841,5085957.621
1616792400,3/26/2021 21:00,BTC/USD,54000,54658.1,54000,54628.24,221.3401647,12091423.64
1616788800,3/26/2021 20:00,BTC/USD,53850.24,54300,53833.99,54000,220.9487959,11931234.98
1616785200,3/26/2021 19:00,BTC/USD,53731.13,53905.9,53583.81,53865.81,162.132481,8733397.416
1616781600,3/26/2021 18:00,BTC/USD,53916.79,53970,53533.58,53711.76,308.4397447,16566841.54
1616778000,3/26/2021 17:00,BTC/USD,53816.49,53942.82,53564.79,53881.89,346.7410958,18683065.58
1616774400,3/26/2021 16:00,BTC/USD,53286.84,54056.51,52929.96,53820.89,274.1383607,14754370.56
1616770800,3/26/2021 15:00,BTC/USD,53463.3,53590.79,53247.79,53351.3,308.1448001,16439925.67
1616767200,3/26/2021 14:00,BTC/USD,53355.25,53524.42,53157.03,53462.61,185.8185602,9934345.215
1616763600,3/26/2021 13:00,BTC/USD,53042.26,53369.17,52767.88,53357.43,212.6553595,11346743.46
1616760000,3/26/2021 12:00,BTC/USD,52724.91,53230.19,52489.1,53025.24,167.0106513,8855779.868
1616756400,3/26/2021 11:00,BTC/USD,53423.29,53473.09,52573.75,52687.56,231.4796739,12196099.21
1616752800,3/26/2021 10:00,BTC/USD,53355,53616.41,53200,53416.61,101.0522036,5397866.147
1616749200,3/26/2021 9:00,BTC/USD,53401.84,53653.77,53250.7,53341.69,180.3219894,9618679.659
1616745600,3/26/2021 8:00,BTC/USD,53649,53876.38,53200,53400,295.5346214,15781548.78
1616742000,3/26/2021 7:00,BTC/USD,52600.9,53698.99,52418.94,53650.42,543.6755325,29168420.66
1616738400,3/26/2021 6:00,BTC/USD,52842.19,52920,52500,52616.21,100.0227084,5262815.827
1616734800,3/26/2021 5:00,BTC/USD,52713.37,52921.77,52516.73,52850.72,175.8452986,9293550.637
1616731200,3/26/2021 4:00,BTC/USD,52449.23,52817.12,52188.14,52698.08,101.2768009,5337092.957
1616727600,3/26/2021 3:00,BTC/USD,51711.23,52727.17,51711.23,52443.44,228.379633,11977013.58
1616724000,3/26/2021 2:00,BTC/USD,52320.22,52411.53,51542.23,51697.01,85.93944166,4442812.175
1616720400,3/26/2021 1:00,BTC/USD,52100,52384.66,51990,52283.01,95.76812343,5007045.755
1616716800,3/26/2021 0:00,BTC/USD,51292.65,52286.4,51263.38,52113.47,116.2238267,6056826.904
1616713200,3/25/2021 23:00,BTC/USD,51766.21,52053.23,51223.37,51326.11,147.7515502,7583512.32
1616709600,3/25/2021 22:00,BTC/USD,52469.99,52708,51628.67,51755.85,290.1190875,15015359.98
1616706000,3/25/2021 21:00,BTC/USD,52000,52588.4,51975.65,52444.34,204.5061541,10725190.28
1616702400,3/25/2021 20:00,BTC/USD,52223.72,52690.66,51825.4,52000,228.3364207,11873493.87
1616698800,3/25/2021 19:00,BTC/USD,52238.82,52295.2,51636.8,52184.05,279.1008654,14564613.51
1616695200,3/25/2021 18:00,BTC/USD,51638.14,52561.95,51496.29,52238.44,217.1484133,11343494.36
1616691600,3/25/2021 17:00,BTC/USD,51322.53,51818.06,51116.47,51646.57,186.9503538,9655344.532
1616688000,3/25/2021 16:00,BTC/USD,50990.76,51718.37,50555,51322.51,443.4896031,22760999.59
1616684400,3/25/2021 15:00,BTC/USD,51279.33,51526.54,50608.76,50950,505.1105849,25735384.3
1616680800,3/25/2021 14:00,BTC/USD,51641.52,52116.28,51042.24,51280.28,286.5280815,14693240.25
1616677200,3/25/2021 13:00,BTC/USD,51042.21,51961.54,50411.98,51656.62,385.783907,19928292.69
1616673600,3/25/2021 12:00,BTC/USD,52129.18,52295.25,50360,51083.17,986.5734795,50397300.77
1616670000,3/25/2021 11:00,BTC/USD,53012.34,53155.52,52129.63,52135.27,324.007011,16892193
1616666400,3/25/2021 10:00,BTC/USD,52956.19,53074.53,52524.76,52995.78,212.5497762,11264241.18
1616662800,3/25/2021 9:00,BTC/USD,52593.68,53004.84,52363.48,52935.23,125.0027655,6617050.143
1616659200,3/25/2021 8:00,BTC/USD,52245.78,52789.69,52070.08,52612.92,210.2508685,11061912.13
1616655600,3/25/2021 7:00,BTC/USD,52950.8,53144.58,52205,52235.6,154.3564069,8062899.53
1616652000,3/25/2021 6:00,BTC/USD,52711.67,53271.59,52671.02,52977.83,273.6960401,14499822.28
1616648400,3/25/2021 5:00,BTC/USD,52236,52890.3,52141.34,52713.98,177.7630827,9370599.587
1616644800,3/25/2021 4:00,BTC/USD,52129.52,52505.23,51900,52269.47,243.0947158,12706431.95
1616641200,3/25/2021 3:00,BTC/USD,52261.32,52563.55,51820,52113.17,157.2085941,8192638.188
1616637600,3/25/2021 2:00,BTC/USD,51787.56,52518.93,51503,52250.06,244.565254,12778549.2
1616634000,3/25/2021 1:00,BTC/USD,52613.11,52896.85,51703.58,51815.06,235.470545,12200920.42
1616630400,3/25/2021 0:00,BTC/USD,52281.77,52783.51,51961.44,52615.7,163.2538433,8589715.243
1616626800,3/24/2021 23:00,BTC/USD,52496.52,52957.57,52259.52,52287.52,359.3904505,18791635.37
1616623200,3/24/2021 22:00,BTC/USD,53727.52,53727.52,51638.76,52513.93,787.040641,41330597.13
1616619600,3/24/2021 21:00,BTC/USD,54015.93,54241.54,53532.91,53693.8,491.6365499,26397834.58
1616616000,3/24/2021 20:00,BTC/USD,54703.59,54703.59,53137.09,54050.26,589.1387075,31843100.32
1616612400,3/24/2021 19:00,BTC/USD,55351.95,55475,54567.91,54703.59,416.1083308,22762619.53
1616608800,3/24/2021 18:00,BTC/USD,56136.14,56328.15,55290,55292.66,347.3337335,19205006.03
1616605200,3/24/2021 17:00,BTC/USD,55727.43,56370.7,55583.62,56137.72,140.2737726,7874649.77
1616601600,3/24/2021 16:00,BTC/USD,56281.87,56365.98,55724.14,55730.63,377.1174746,21016994.44
1616598000,3/24/2021 15:00,BTC/USD,56527.23,56632.96,55981,56263.04,412.5381427,23210650.02
1616594400,3/24/2021 14:00,BTC/USD,56777,56944.57,56438.06,56512.22,321.1711139,18150092.64
1616590800,3/24/2021 13:00,BTC/USD,56949.88,57207.33,56329.26,56785.26,263.8397441,14982208.47
1616587200,3/24/2021 12:00,BTC/USD,56557.61,57059.2,56557.61,56949.59,303.0609639,17259197.64
1616583600,3/24/2021 11:00,BTC/USD,56424.8,56636.6,56260.1,56598.78,129.5012836,7329614.662
1616580000,3/24/2021 10:00,BTC/USD,56440.13,56775,56006.63,56400,178.0635902,10042786.49
1616576400,3/24/2021 9:00,BTC/USD,56312.55,56687.83,56312.55,56404.49,217.3008723,12256744.88
1616572800,3/24/2021 8:00,BTC/USD,55481.53,56366,55478.6,56311.99,319.6453006,17999862.97
1616569200,3/24/2021 7:00,BTC/USD,54667.99,55598,54617.93,55500,334.2238825,18549425.48
1616565600,3/24/2021 6:00,BTC/USD,54094.99,55000,53719.51,54665.89,139.3829247,7619491.63
1616562000,3/24/2021 5:00,BTC/USD,54071.65,54300,53756.02,54152,179.3138426,9710203.202
1616558400,3/24/2021 4:00,BTC/USD,54342.42,54563.04,54000,54097.53,94.17712256,5094749.713
1616554800,3/24/2021 3:00,BTC/USD,54396.73,54728.2,54055.08,54351.78,77.63930342,4219834.339
1616551200,3/24/2021 2:00,BTC/USD,54475.09,54624.03,54340.8,54422.23,127.8535014,6958072.659
1616547600,3/24/2021 1:00,BTC/USD,53691.83,54549.88,53520,54467.05,89.12939064,4854614.976
1616544000,3/24/2021 0:00,BTC/USD,54360.07,54630.34,53556.22,53694.87,172.6836973,9272228.679
1616540400,3/23/2021 23:00,BTC/USD,54397.44,54816.99,54339.51,54361.57,116.1113684,6311996.282
1616536800,3/23/2021 22:00,BTC/USD,54627.14,54899.13,54361.81,54390.52,130.6099629,7103943.798
1616533200,3/23/2021 21:00,BTC/USD,54453.83,54746.21,54180,54667.74,123.102709,6729746.891
1616529600,3/23/2021 20:00,BTC/USD,55002.53,55067.67,54318.86,54453.83,308.6170913,16805382.62
1616526000,3/23/2021 19:00,BTC/USD,55366,55551.25,54808.03,55009.03,237.6153849,13070991.84
1616522400,3/23/2021 18:00,BTC/USD,55735.94,55866.44,55367.44,55370.21,165.1799837,9146050.386
1616518800,3/23/2021 17:00,BTC/USD,55579,55814.67,55440,55732.03,214.5440969,11956978.05
1616515200,3/23/2021 16:00,BTC/USD,55172.6,55776.86,54855.76,55552.81,240.45458,13357927.6
1616511600,3/23/2021 15:00,BTC/USD,55185.69,55349.95,54950.53,55177.36,273.6915529,15101577.34
1616508000,3/23/2021 14:00,BTC/USD,55279,55381.49,54726.53,55168.9,260.6288122,14378604.88
1616504400,3/23/2021 13:00,BTC/USD,55138.64,55467.69,55037.19,55276.83,188.7353219,10432690.3
1616500800,3/23/2021 12:00,BTC/USD,54244,55249.98,54244,55108.36,302.6192487,16676850.5
1616497200,3/23/2021 11:00,BTC/USD,54702.98,54812.38,54056.6,54251.28,150.9318422,8188245.632
1616493600,3/23/2021 10:00,BTC/USD,54632.6,54816.25,54458.03,54673.45,150.8880647,8249571.059
1616490000,3/23/2021 9:00,BTC/USD,54345.62,54695,54238.61,54600,117.8976982,6437214.322
1616486400,3/23/2021 8:00,BTC/USD,54196.49,54643,53833.08,54345.62,313.5569428,17040446.46
1616482800,3/23/2021 7:00,BTC/USD,53300,54260.52,53300,54178.74,178.7013352,9681813.179
1616479200,3/23/2021 6:00,BTC/USD,53476.49,53750,52933.03,53300,328.4650311,17507186.16
1616475600,3/23/2021 5:00,BTC/USD,54456.78,54475.93,53118.87,53517.1,515.5095223,27588574.66
1616472000,3/23/2021 4:00,BTC/USD,54673.79,54779,54000,54427.59,107.2144795,5835425.731
1616468400,3/23/2021 3:00,BTC/USD,54586.04,54740.48,54400,54678.61,107.7863435,5893607.44
1616464800,3/23/2021 2:00,BTC/USD,55172.83,55196.69,54463.12,54562.22,111.1369052,6063876.273
